date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:39:36	81/81	---M-Z	200	added ('OK')	text/plain	date:Fri,%2008%20Sep%202023%2008:39:35%20GMT	https://www.avax.network/robots.txt		(from )
10:39:36	77095/77095	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Sep%202023%2008:39:35%20GMT	https://www.avax.network/	C:/My%20Web%20Sites/avax001/www.avax.network/index.html	(from )
10:39:37	250056/250056	---M-Z	200	added ('OK')	text/css	etag:%229dd66fefb205eb4b3d89ac74bda05dd4%22	https://assets-global.website-files.com/632993e1d1acbfa5635afd0b/css/avalanche-staging.01c88bf32.css	C:/My%20Web%20Sites/avax001/assets-global.website-files.com/632993e1d1acbfa5635afd0b/css/avalanche-staging.01c88bf32.css	(from https://www.avax.network/)
10:39:37	13188/13188	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/webfont/1.6.26/webfont.js	C:/My%20Web%20Sites/avax001/ajax.googleapis.com/ajax/libs/webfont/1.6.26/webfont.js	(from https://www.avax.network/)
10:39:38	869/869	---M--	200	added ('OK')	image/png	etag:%22a6701240832ec5dd56781b28cf143a0b%22	https://assets-global.website-files.com/632993e1d1acbfa5635afd0b/63515267b3214c6dda03ea97_Favicon.png	C:/My%20Web%20Sites/avax001/assets-global.website-files.com/632993e1d1acbfa5635afd0b/63515267b3214c6dda03ea97_Favicon.png	(from https://www.avax.network/)
10:39:40	27828/27828	---M--	200	added ('OK')	image/jpeg	etag:%22445159c757a99f62e2b881912bd33df0%22	https://assets-global.website-files.com/632993e1d1acbfa5635afd0b/635153472587c97c19234198_Webclip.jpg	C:/My%20Web%20Sites/avax001/assets-global.website-files.com/632993e1d1acbfa5635afd0b/635153472587c97c19234198_Webclip.jpg	(from https://www.avax.network/)
10:39:40	241731/241731	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264fa438d-3b043%22	https://app.termly.io/embed.min.js	C:/My%20Web%20Sites/avax001/app.termly.io/embed.min.js	(from https://www.avax.network/)
10:39:41	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Fri,%2008%20Sep%202023%2008:39:40%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/My%20Web%20Sites/avax001/www.googletagmanager.com/gtm.55445.delayed	(from https://www.avax.network/)
10:39:41	99351/99351	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Sep%202023%2008:39:41%20GMT	https://www.avax.network/developers	C:/My%20Web%20Sites/avax001/www.avax.network/developers.html	(from https://www.avax.network/)
10:39:42	78256/78256	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Sep%202023%2008:39:41%20GMT	https://www.avax.network/validators	C:/My%20Web%20Sites/avax001/www.avax.network/validators.html	(from https://www.avax.network/)
10:39:42	105629/105629	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Sep%202023%2008:39:41%20GMT	https://www.avax.network/get-started	C:/My%20Web%20Sites/avax001/www.avax.network/get-started.html	(from https://www.avax.network/)
10:39:42	78771/78771	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Sep%202023%2008:39:42%20GMT	https://www.avax.network/enterprise	C:/My%20Web%20Sites/avax001/www.avax.network/enterprise.html	(from https://www.avax.network/)
10:39:43	74497/74497	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Sep%202023%2008:39:42%20GMT	https://www.avax.network/evergreen	C:/My%20Web%20Sites/avax001/www.avax.network/evergreen.html	(from https://www.avax.network/)
10:39:43	24330/24330	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Sep%202023%2008:39:42%20GMT	https://www.avax.network/evergreen-case-study	C:/My%20Web%20Sites/avax001/www.avax.network/evergreen-case-study.html	(from https://www.avax.network/)
10:39:43	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Fri,%2008%20Sep%202023%2008:39:43%20GMT	https://www.avax.network/snow-report-archive	C:/My%20Web%20Sites/avax001/www.avax.network/snow-report-archive	(from https://www.avax.network/)
10:39:44	252577/252577	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Sep%202023%2008:39:43%20GMT	https://www.avax.network/blog	C:/My%20Web%20Sites/avax001/www.avax.network/blog.html	(from https://www.avax.network/)
10:39:44	102668/102668	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Sep%202023%2008:39:43%20GMT	https://www.avax.network/press	C:/My%20Web%20Sites/avax001/www.avax.network/press.html	(from https://www.avax.network/)
10:39:44	65921/65921	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Sep%202023%2008:39:44%20GMT	https://www.avax.network/contact	C:/My%20Web%20Sites/avax001/www.avax.network/contact.html	(from https://www.avax.network/)
10:39:47	6762/6762	---M--	200	added ('OK')	image/jpeg	etag:%22c77f5e3944db6a8df87ecf0f06cc5841%22	https://assets-global.website-files.com/632993e1d1acbfa5635afd0b/636c17b9a8793e98858f10c6_download%20(1).jpeg	C:/My%20Web%20Sites/avax001/assets-global.website-files.com/632993e1d1acbfa5635afd0b/636c17b9a8793e98858f10c6_download%20(1).jpg	(from https://www.avax.network/)
10:39:48	4698/4698	---M--	200	added ('OK')	image/jpeg	etag:%2275d1fc14b8bea26d027c44e1de32c3bb%22	https://assets-global.website-files.com/632993e1d1acbfa5635afd0b/636c1777c0f5759effd3d20b_download.jpeg	C:/My%20Web%20Sites/avax001/assets-global.website-files.com/632993e1d1acbfa5635afd0b/636c1777c0f5759effd3d20b_download.jpg	(from https://www.avax.network/)
10:39:49	10758/10758	---M--	200	added ('OK')	image/jpeg	etag:%22e6da7cdf479c25ab84ef6fa16d8bbdcf%22	https://assets-global.website-files.com/632993e1d1acbfa5635afd0b/64260433c7956cd23e90d6c9_1647760168748.jpeg	C:/My%20Web%20Sites/avax001/assets-global.website-files.com/632993e1d1acbfa5635afd0b/64260433c7956cd23e90d6c9_1647760168748.jpg	(from https://www.avax.network/)
10:39:50	59712/59712	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Sep%202023%2008:39:49%20GMT	https://www.avax.network/legal	C:/My%20Web%20Sites/avax001/www.avax.network/legal.html	(from https://www.avax.network/)
10:39:50	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8.js?site=632993e1d1acbfa5635afd0b	C:/My%20Web%20Sites/avax001/d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8395c.js	(from https://www.avax.network/)
